title,image_url,video_url,source,category,author,summary,instructions,teaching_points,variations,tags,classified,position,starting_zone,ending_zone,situation,hockey_skills,complexity
3 on 2 Race to 5,https://www.files.icehockeysystems.com/files/drills/drill-maker-5969096-0-1744834691.png,https://vimeo.com/1036813387?share=copy,IHS,,Cail MacLean,"Cail MacLean, Assistant Coach of the Calgary Flames explains the 3 on 2 Race to 5 game. In this small area game, forwards compete against the defensemen and goalie to score 5 points.","Start with 3 forwards, two defensemen, and one goalie in a playing area below the top of the face-off circles. On the whistle, the coach dumps a puck and the players play out 10 to 20 seconds. The scoring is as follows:1 point for the forwards if they score a goal1 point for the defenders if they skate pass the line1 point if the goalie covers a puck 1 point for the forwards if they score a goal 1 point for the defenders if they skate pass the line 1 point if the goalie covers a puck As soon as a point is scored, all new players are sent in. Teams:Can play it so its forwards, defensemen and goalies are all on their own teams trying to get to 5, or you can play it so its forwards vs. defensemen / goalies. Can play it so its forwards, defensemen and goalies are all on their own teams trying to get to 5, or you can play it so its forwards vs. defensemen / goalies. Whichever team scores 5 points first wins.","['Both forwards and defenders should race to be the first to the puck and establish puck possession.', 'Forwards should support each other and be outlets if they do not have the puck.', 'Defensemen should keep sticks on the ice to block passing lanes and work with the goalie to either skate pass the line or have the goalie freeze the puck.']","['Can play it so its forwards, defensemen and goalies are all on their own teams trying to get to 5, or you can play it so its forwards vs. defensemen\xa0/\xa0goalies.', 'Can have game be forwards vs. defensemen and goalies or you can break up the teams and rotate the players so that players get chances at both offense and defense.']","['3 on 2', 'Battle Drills', 'Coverage', 'Defensive', 'Defensive Zone', 'Down Low', 'Half Ice', 'Offensive', 'Offensive Zone', 'One Goalie', 'Puck Support', 'Retrievals', 'Small Area Games', 'Wall Play']",True,"['Forward', 'Defence', 'Goalie']",Unknown,Unknown,['Small Area Game'],"['Skating', 'Passing', 'Shooting', 'Stickhandling', 'Positioning', 'Forecheck', 'Backcheck', 'Net Front Play']",Intermediate
Ramsay 3 V 3 Race,https://www.files.icehockeysystems.com/files/drills/drill-maker-2681196-0-1722990620.png,https://vimeo.com/861028778,IHS,,Jason Lammers,Jason Lammersdescribes the Ramsay 3 V 3 Race. This competitive small area game incorporates racing to the puck to determine which team is on offense.,"Full ice setup with goalies in both nets. On each half of the ice, put 6 players on the goal line (so each side of the ice can play 3 V 3). On the whistle, the coach places a puck somewhere in the zone, and all 6 players race to the puck. Whoever gets the puck first, their team is on offense and the other team is on defense. Offense is trying to score. If the defense gets the puck, they work to keep puck possession before the next whistle. Play out 3 V 3 inside the blueline. On the second whistle, all 6 players on each half of the ice skate down to the other end of the ice to race for another puck. Coaches can have the players race for the previous puck that the other group was playing with, or the coach can collect the old puck and place it in a different part of the zone. Whoever gets that puck, their team is on offense and the other team is on defense. Keep score!","['Race hard to get the puck!', 'Offense - support your teammates and be an outlet when you do not have the puck', 'Defense - keep sticks on the ice to block passing lanes', 'Everyone - communicate with your teammates']","['Can make this game 2 v 2, 3 v 3, or 4 v 4.', 'Can create different variations within the game:Can have the offensive team be all time offense and if the defense gets the puck, the defensive team tries to keep puck possession and they get a point if they make 4 consecutive passes.Can have the offensive team start on offense if defense gets the puck they can tag up at the blue line and then that allows them to attack on offense.', 'Can have the offensive team be all time offense and if the defense gets the puck, the defensive team tries to keep puck possession and they get a point if they make 4 consecutive passes.', 'Can have the offensive team start on offense if defense gets the puck they can tag up at the blue line and then that allows them to attack on offense.', 'Can be half ice instead of full ice. Just divide the zone into two halfs and put the nets by the half-wall by the face-off circles.']","['3 on 3', 'Battle Drills', 'Coverage', 'Full Ice', 'Half Ice', 'Overspeed', 'Relay Races', 'Small Area Games', 'Transition']",True,"['Forward', 'Defence', 'Goalie']",All Zones,All Zones,"['Small Area Game', 'Transition']","['Skating', 'Communication']",Intermediate
Oreo,https://www.files.icehockeysystems.com/files/drills/drill-maker-2681266-0-1707753248.png,https://vimeo.com/847506383,IHS,,Jason Lammers,"Oreo 3 V 3 Game fromJason Lammersis a continuous game that is competitive in nature as it forces the defense to work to pass the puck to the next players in line, while the offensive team is trying to score.","In this example, 3 players line up on the blue line. The players behind them are on the opposite team. On the whistle, coach dumps a puck into the zone to begin a 3 on 3. The offensive team is trying to score, while the defensive team is trying to pass the puck to the next players in line. When the defensive team passes the puck to the next players in line, the team that was previously playing offense, is now on defense, and the players who just got the puck are now on offense. The game is continuous, keep score!","['Offense - support your teammates and be an outlet when you do not have the puck', 'Defense - keep sticks on the ice to block passing lanes and angle the offensive team to the outside of the ice', 'Everyone - communicate with your teammates']","['Can set this up in different areas of the ice and make it 1/2, 1/3 ice, or 1/4 ice', 'Can have this be 1v1, 2v2, 3v3, 4v4, or 5v5', 'Can require the defensive team to make a pass to a teammate before they are able to pass to the next players in line']","['Passing', 'Small Area Games', 'Transition', 'Breakouts', '3 on 3', 'Angling', 'Battle Drills', 'Checking', 'Half Ice', 'Coverage']",True,"['Forward', 'Defence']",Unknown,Unknown,"['Small Area Game', 'Transition']","['Passing', 'Angling', 'Communication']",Intermediate
"1, 2, 3 Bumper Game",https://www.files.icehockeysystems.com/files/drills/drill-maker-6892886-0-1742979519.png,https://vimeo.com/1067057982,IHS,,Michael Peca,"The 1-2-3 Bumper Game fromMichael Pecais a small-area game that emphasizes offensive creativity, quick decision-making, and defensive awareness. The drill incorporates a bumper player, encouraging give-and-go plays, puck support, and communication while rewarding strong defensive efforts with transition opportunities.","Coach Position:The coach starts the drill with a shot on net, creating a rebound or loose puck battle. The coach starts the drill with a shot on net, creating a rebound or loose puck battle. Player Positions:Two X players and two Red players battle in a 2-on-2 scenario for possession.A bumper player is positioned along the top of the zone for both teams, available for offensive support. Two X players and two Red players battle in a 2-on-2 scenario for possession. A bumper player is positioned along the top of the zone for both teams, available for offensive support. Bumper Player Rules:The bumper player cannot play defense and only provides an offensive passing option.They are free to move laterally across the ice to create support. The bumper player cannot play defense and only provides an offensive passing option. They are free to move laterally across the ice to create support.",[],"['Can have the bumper players be lower in the zone (for a smaller playing area), where they are shown in the diagram, or up by the blue line.', 'Can make the game 2 on 2 or 3 on 3.']","['2 on 2', '3 on 3', 'Defensive', 'Half Ice', 'Offensive', 'Puck Support', 'Small Area Games', 'Transition']",True,"['Forward', 'Defence']",Unknown,Unknown,"['Small Area Game', 'Transition']","['Skating', 'Passing', 'Shooting', 'Stickhandling', 'Communication']",Intermediate
Power Play Scoring Competition,https://www.files.icehockeysystems.com/files/drills/drill-maker-6371696-0-1737400286.png,https://vimeo.com/1045818627?share=copy,IHS,,Wes Wolfe,"The Power Play Scoring Competition Game fromWes Wolfeis a half-ice drill allows your players to practice live power play scenarios while progressively building intensity and complexity by adding 1 penalty killer at a time every 15 seconds. Power Play units compete to try and score as many goals as possible in 60 seconds. The game focuses on habits, execution, and game-like decision-making under pressure.",Set up your power play unit (5 players) in the offensive zone. Position a coach at the blue line with pucks. Penalty killers wait in line to be initiated into the drill. A goalie is positioned in the net.,[],[],"['Coverage', 'Half Ice', 'One Goalie', 'Passing', 'Penalty Kill', 'Power Play', 'Puck Support', 'Small Area Games']",True,"['Forward', 'Defence', 'Goalie']",Offensive Zone,Offensive Zone,"['Power Play', 'Small Area Game']",['Passing'],Intermediate
3 on 2 Jailbreak,https://www.files.icehockeysystems.com/files/drills/drill-maker-6079011-0-1735588734.png,https://vimeo.com/1039770468?share=copy,IHS,,Alex Tanguay,The 3 on 2 Jailbreak from Alex Tanguay helps players practice puck support and give & go's by being able to use their support player in the corner of their offensive end.,"Setup a cross-ice game with two nets and two goalies. 2 v 2 in the zone and each team has a support player that is in the corner of the zone. Coach and extra players on the blue line. To start the game, coach dumps the puck in the zone anywhere that they would like. Both teams play 2 v 2 and are allowed to use their support players whenever they want. Coaches should keep score and make sure to rotate the support players!","[""Offensive players practice puck support and\xa0give & go's."", 'Defensive team keep sticks on the ice to block passing lanes and work to keep players to the outside of the ice.']","['Can place the support players in different areas (in the corners,\xa0the blue line, or behind the net like Gretzky 2 v 2).', 'Can give the support areas big or small areas to move.']","['2 on 2', '3 on 2', 'Defensive', 'Half Ice', 'Offensive', 'Passing', 'Puck Support', 'Small Area Games']",True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],"['Passing', 'Puck Support', ""Give & Go's"", 'Stickhandling', 'Shot Blocking']",Intermediate
3 on 3 Play Fast,https://www.files.icehockeysystems.com/files/drills/drill-maker-6056746-0-1734449164.png,https://vimeo.com/1039095379,IHS,,Seth Appert,"To develop players' ability to think and make decisions quickly, focusing on fast-paced transitions, creativity, and playing with speed in their minds rather than just their skating.",,"['Transition quickly by immediately passing to a side player after a turnover.', 'Encourage side players to stay engaged and ready for one-touch plays.', 'Focus on quick thinking and creativity to exploit offensive opportunities.']",[],"['3 on 3', 'Awareness', 'Passing', 'Puck Support', 'Small Area Games']",True,"['Forward', 'Defence']",All Zones,All Zones,"['Small Area Game', 'Transition']","['Passing', 'Skating']",Intermediate
Quick Strike 3 v 1 Circle Game,https://www.files.icehockeysystems.com/files/drills/drill-maker-6055971-0-1734376103.png,https://vimeo.com/1039084179,IHS,,Seth Appert,"To develop players' quick decision-making, deception, and puck movement in a small area with a numerical advantage. This small ice game emphasizes creating and exploiting scoring opportunities through fast-paced play.","Place two nets at opposite sides of a face-off circle. Divide the circle in half with an imaginary line. One offensive player from each team (blue and white) starts on their side of the circle, while two teammates from each team position themselves outside the circle near their goal. The coach is positioned nearby with a large supply of pucks.","['Offensive Players:Focus on quick puck movement and deception.Use body language and stick movement to create false information for the defender and goalie.Take advantage of one-touches and quick passes to exploit the 3-on-1 advantage.', 'Focus on quick puck movement and deception.', 'Use body language and stick movement to create false information for the defender and goalie.', 'Take advantage of one-touches and quick passes to exploit the 3-on-1 advantage.', 'Defensive Players:Stay disciplined in your zone and focus on intercepting passes.Use active sticks to block passing lanes and limit scoring opportunities.', 'Stay disciplined in your zone and focus on intercepting passes.', 'Use active sticks to block passing lanes and limit scoring opportunities.', 'Outside Players:Make realistic plays quickly, within one second of receiving the puck.Avoid holding the puck for too long or waiting for the perfect opportunity.', 'Make realistic plays quickly, within one second of receiving the puck.', 'Avoid holding the puck for too long or waiting for the perfect opportunity.', 'Game Awareness:Encourage creativity and adaptability to manipulate the defender and goalie.Practice decision-making under pressure in a small area to simulate game situations.', 'Encourage creativity and adaptability to manipulate the defender and goalie.', 'Practice decision-making under pressure in a small area to simulate game situations.']",[],"['3 on 1', 'Passing', 'Power Play', 'Shooting', 'Small Area Games', 'Stations']",True,['Forward'],Unknown,Unknown,"['Power Play', 'Small Area Game']","['Passing', 'Shooting', 'Stickhandling']",Intermediate
Houda Angle,https://www.files.icehockeysystems.com/files/drills/drill-maker-6055571-0-1734375955.png,https://vimeo.com/1039076913,IHS,,Seth Appert,"To develop players' angling skills, emphasizing how to protect the middle of the ice, force turnovers, and transition quickly into offense. This drill also focuses on decision-making, defensive positioning, and hockey intelligence.",,"['Angling Technique:Protect the middle of the ice by maintaining a strong position in the “good ice.”Push attackers to the outside (“bad ice”) before closing on them.Use forward skating and stick-on-puck to create turnovers.', 'Protect the middle of the ice by maintaining a strong position in the “good ice.”', 'Push attackers to the outside (“bad ice”) before closing on them.', 'Use forward skating and stick-on-puck to create turnovers.', 'Defensive Reads:Focus on denying time and space for the offensive players.Ensure proper positioning relative to the puck and other players.The third player must make intelligent reads to either support defensively or transition offensively.', 'Focus on denying time and space for the offensive players.', 'Ensure proper positioning relative to the puck and other players.', 'The third player must make intelligent reads to either support defensively or transition offensively.', 'Offensive Creativity:Encourage players to work on creativity under pressure, including passing, skating, and deking.', 'Encourage players to work on creativity under pressure, including passing, skating, and deking.', 'Transitions:Emphasize quick transitions to offense after turnovers to take advantage of opponents being out of position.', 'Emphasize quick transitions to offense after turnovers to take advantage of opponents being out of position.']",[],"['3 on 2', 'Angling', 'Awareness', 'Coverage', 'Neutral Zone', 'Zone Entry']",True,['Defence'],Neutral Zone,Neutral Zone,['Transition'],"['Angling', 'Positioning', 'Forecheck', 'Backcheck', 'Communication']",Intermediate
4 on 2 Split Power Play Drill,https://www.files.icehockeysystems.com/files/drills/drill-maker-5995806-0-1734375746.png,https://vimeo.com/1037508757?share=copy,IHS,,Cail MacLean,The 4 on 2 Split Power Play Drill from Cail MacLean allows teams to practice power play and penalty kill habits in a wide and narrow game setup. Teams that move the puck quickly and move around their area will be successful. Standing still will make it easier for a team to defend.,"Split the zone in two with cones or a rink marker. One side of the zone has a net on the goal line and the other zone has the net on the hashmark next to the boards. There should be a total of 12 players on the ice with 6 players on each side. Divide it up so each side is 4 on 2. The coach is at the blue line with pucks. On the whistle the coach fires a puck to one of the players or chips it into an area where players must compete for possession. The side with the puck begins 4 on 2 with the offense trying to score, and the defenders are trying to get the puck to their teammates on the other side of the ice. Make sure players get reps on both areas of the ice since each setup presents unique opportunities, situations and challenges.","['The team with the 4 players should work hard to use the 4 v 2 to their advantage by moving the puck quickly and skating around the zone. Look for cross ice seems and quick shots on net.', 'Defenders should not chase the puck too far, but stay in the middle of the ice with their sticks on the ice to block passing lanes.', 'Defenders that get the puck should work hard to get their eyes up and make a tape to tape pass to their teammates on the other side of the ice.']","['Can play 4 v 2, or 3 v 2.', 'Can set up the nets as shown in the diagram, or have them both on the goal line, or both on the hash marks.']","['4 vs 2', 'Defensive', 'Half Ice', 'Offensive', 'Passing', 'Penalty Kill', 'Power Play', 'Puck Control', 'Puck Support', 'Small Area Games']",True,"['Forward', 'Defence']",All Zones,All Zones,"['Power Play', 'Penalty Kill', 'Small Area Game']","['Passing', 'Puck Control', 'Puck Support']",Intermediate
2 on 2 Transition & Track,https://www.files.icehockeysystems.com/files/drills/drill-maker-5850576-0-1736788405.png,https://vimeo.com/1033591441?share=copy,IHS,,Jason Lammers,"The 2 on 2 Transition & Track Game fromJason Lammersis a high tempo, fun game that allows teams to practice transition and tracking concepts.","Set up a cross-ice playing area with 2 nets. Teams are divided up on the blue line as shown in the diagram. For the first rep, start with 2 on 2 and on the whistle, the offensive team works to score a goal. The defensive team works to pass the puck to their two teammates that are ready to breakout on the face-off dots. When the defensive team passes the puck to their support players, the 2 forwards that were previously on offense are now on defense and are back checking / tracking to the other zone and trying to get the puck to their outlet players. The game is continuous. Keep score!","['Forwards should work on quick transitions, attacking the net quickly and supporting each other.', 'Defenders should keep sticks on the ice to block passing lanes.', 'Backcheckers / trackers should skate towards the middle of the ice with their sticks on the ice to disrupt plays and block passing lanes.', 'Outlet players waiting for the puck should communicate, be ready, and have their sticks on the ice to let teammates know where they want the puck.']","['Can be set up in different areas of the ice.', 'Can line up all players on one line, which is shown inThe Swedish Transition Game.', 'Can require the outlet forwards that are breaking out to be waiting on the face-off dots, or they can be waiting on the blue line.', 'Can make it 2v2 (as shown) or 3v3.The 3v3 variation you could have 2 teammates go from the line that received the breakout pass and the teammate could go from the line in the other blue line.', 'The 3v3 variation you could have 2 teammates go from the line that received the breakout pass and the teammate could go from the line in the other blue line.', 'Can make it full ice (as shown here).']","['2 on 2', 'Backchecking', 'Battle Drills', 'Defensive', 'Explosion', 'Neutral Zone', 'Small Area Games', 'Transition']",True,"['Forward', 'Defence']",Neutral Zone,Neutral Zone,"['Transition', 'Small Area Game']","['Skating', 'Passing', 'Stickhandling', 'Backcheck', 'Communication']",Intermediate
3 v 2 Puck Protection Game,https://www.files.icehockeysystems.com/files/drills/drill-maker-5137951-0-1730912360.png,https://vimeo.com/1016241532?share=copy,IHS,,Daniel Paille,The 3 v 2 Puck Protection Game shared byDaniel Paillehelps players practice down low offensive zone concepts.,"Teams line up above top of the circle with O on one side and X on the other side. O will start on offense with 3 players vs 2 X defensive players. O's try to score staying on one half of the ice. If the defensive X players get the puck, they try to rim to their X teammate on weak side. The X player player can not release until puck reaches the weakside. When the defensive X's get it over to their weakside X player, the O's will change and new line of 2 O players play defense while another O waits weak side. The 2 X's join player on weak side for offense. The play continues if the offensive team scores, or the offensive team gets a shot on net. Offense is out if they miss the net on their shot or the defense rims the puck to their weakside player.","['Offense:The high forward should jump in for support to outnumber the 2 defenders.The forwards should support each other with close triangle support.When offense gets the puck they should attack the net quickly.', 'The high forward should jump in for support to outnumber the 2 defenders.', 'The forwards should support each other with close triangle support.', 'When offense gets the puck they should attack the net quickly.', 'Defense:Keep sticks on ice to block passing lanes and angle forward to the outside, away from the front of the net.', 'Keep sticks on ice to block passing lanes and angle forward to the outside, away from the front of the net.']",[],"['3 on 2', 'Awareness', 'Battle Drills', 'Coverage', 'Cycling', 'Defensive Zone', 'Down Low', 'Half Ice', 'Offensive Zone', 'Puck Protection', 'Puck Support', 'Small Area Games', 'Wall Play']",True,"['Forward', 'Defence']",Offensive Zone,Offensive Zone,['Small Area Game'],"['Positioning', 'Forecheck', 'Backcheck', 'Net Front Play', 'Communication']",Intermediate
The Ricky,https://www.files.icehockeysystems.com/files/drills/drill-maker-3541866-0-1702057003.png,https://vimeo.com/849950337,IHS,,Tyler Bielby,"The Ricky fromTyler Bielbyis a fun competitive & drill that focuses on quick breakouts, efficient zone exits, and quality passes. Two teams race to break the puck out and whichever team breaks the puck out first is awarded the first puck in a 3 on 3 on the other side of the ice.","This is a full ice drill. Put two nets and two goalies on the far end of the ice, along with 2 sets of 2 forwards and 1 defenseman in side the d-zone. Coaches are in the neutral zone. Reference the whiteboard video & diagram for exact setup. On the whistle, each team is racing to see who can break out the fastest and get the puck to the coach on their side. The two defenseman race back to get the puck that is on the goal line, the winger gets low and the center comes in low and slow. The defenders pass the puck to the forward along the boards, and that forward looks to hit their center who is curling up ice. The center then passes the puck to their nearest coach. Whichever team passes the puck to their coach first is awarded a puck in the neutral zone. They bring the puck into the far zone to play 3 on 3. The team that lost the race still needs to complete the pass to the coach before they can skate down to the other end of the ice. Once they do so they join the 3 on 3 game.","['Teams should focus on efficient breakout routes, and crisp tape to tape passes. Players without the puck should keep their sticks on the ice to let their teammates know where they want the puck.', 'All players should communicate and shoulder check to practice good habits that will translate to the game.']",[],"['Passing', 'Relay Races', 'Small Area Games', 'Transition', 'Breakouts', '3 on 3', 'Backchecking', 'Battle Drills', 'Defensive Zone', 'Full Ice']",True,"['Forward', 'Defence']",Defensive Zone,Offensive Zone,"['Breakout', 'Transition', 'Small Area Game']","['Passing', 'Communication', 'Timing']",Intermediate
